Text,labels
Shylock   big brother  രണ്ടാളും പൊളിക്കട്ടെ......,Non-sarcastic
നിങ്ങളുടെ വീട്ടിൽ ചെറിയ ഡിഷ് ആന്റിന ഉണ്ടെങ്കിൽ 150 ചാനലുകൾ സൗജന്യം ആയി ആജീവനാന്തം കാണാം.മാസ വാടക ഒന്നും വേണ്ട.,Non-sarcastic
പീലിത്തിരുമുടിക്കെട്ടിലിന്നെന്തിനു മാതളപ്പൂ തിരുകി  കുറത്തീ മാതളപ്പൂ തിരുകി പീലിത്തിരുമുടിക്കെട്ടിലിന്നെന്തിനു മാതളപ്പൂ തിരുകി  കുറത്തീ മാതളപ്പൂ തിരുകി നീലക്കൺപീലിയിൽ വാലിട്ടു കൺമഷി ചാലിച്ചതെന്തിനെടീ   കുറത്തീ ചാലിച്ചതെന്തിനെടീ  പീലിത്തിരുമുടി.. പീലിത്തിരുമുടിക്കെട്ടിലിന്നെന്തിനു മാതളപ്പൂ തിരുകി   ആവണിക്കാവിലെ പൂരം കഴിഞ്ഞില്ലേ ആ വഴി പോയതെന്തേ  കുറത്തീ  ആ വഴി പോയതെന്തേ  ആളും വെളിച്ചവുമില്ലാതെയൊറ്റയ്ക്കു ആലുംതറയിലെന്താ  കുറത്തീ കാവൽപ്പുരയിലെന്താ  നേരം കെഴക്കുവെളുക്കുമുമ്പെന്തിന് കോടി ഞൊറിഞ്ഞുടുത്തു  കുറത്തീ ഓലക്കുടയെടുത്തു  താഴമ്പൂവൊക്കെ കൊഴിഞ്ഞിട്ടുമെന്തിനു ചോലക്കടവിലെത്തി  കുറത്തീ ഞാലിത്തൊടിയിലെത്തി     പീലിത്തിരുമുടിക്കെട്ടിലിന്നെന്തിനു മാതളപ്പൂ തിരുകി..,Non-sarcastic
Ithilum bhayankara suspense aayi Mammukka police aayirikuo,Sarcastic
ശ്രേയ ഘോഷാലിന്റെ മൂക്കുത്തി കാണാനില്ലെന്ന് ... കിട്ടുന്നവർ ഉടൻ തിരിച്ചേൽപ്പിക്കാൻ ആഗ്രഹിക്കുന്നു..,Sarcastic
0.05 യ്യോ...ലാ ചെക്കന്റെ ശബ്ദം കരിക്കിലെ ശംഭുന്റെത് പോലെ.,Non-sarcastic
സ്വാസിക.... സ്വാസു.... love u dear.... all the best മുത്തേ... ALL KERALA SWASIKA FANS ASSOCIATION.....,Non-sarcastic
ഇതിൽ എത്ര പ്രാവശ്യം മൂക്കുത്തി പാടുന്നുണ്ട് എന്ന് പറയാമോ,Sarcastic
എന്റെ ഏട്ടാ..  നിങ്ങൾ മരണ മാസ്സ് ആണ്..  ഏത് വേഷവും അതിന്റേതായ തന്മയത്തത്തോടെ ചെയ്യാൻ നിങ്ങൾക്കല്ലാതെ വേരാർക്ക് പറ്റും??..  അഭിനയം എന്ന കലയുടെ പൂർണ്ണരൂപം ആണ് ഏട്ടാ നിങ്ങൾ.. love u ettaa..,Non-sarcastic
Dislike adikkunna teams aranenn manasilaayo makkale....,Non-sarcastic
ഈ സിനിമയും ഒരോ കഥാപത്രങ്ങളും മികച്ച പ്രകടനം ആണ് കാഴ്ച വക്കുക .ജോഷി സാർ തിരിച്ചു വരുന്നത്  വെറുതെയല്ല എന്ന്  ഇനി ഞാനും നിങ്ങളും പറയും ..കൂടെ അഭിനയ മികവ് കാണിക്കാൻ ഞങ്ങളുടെ പ്രിയപ്പെട്ട സ്വാസികയും ഉണ്ട് എന്നതാണ് വളരെ അധികം സന്തോഷം കൂട്ടുന്നത്  all the very best team,Non-sarcastic
ഇപ്പോൾ വന്നത് ക്‌ളാസ് ഇനി വരാനുള്ളത് ഒരു ഒന്ന ന്നര മാസ് #Shylock,Non-sarcastic
Abhinayichu mikavu  thaliyichavarude sinimayannu itthu   Ithuu hit akum illangil hit akum Malayalam cinema fans.,Sarcastic
മമ്മൂക്കയുടെ കാണാൻ ആഗ്രഹിയ്ക്ക്കാത്ത റോൾ ആണ് ഇത് venddayirunnu inghnee കാണുന്നത് എനിക്ക് ഇഷ്ടം അല്ല,Non-sarcastic
0:42 eebakam kelkkumbol ith pole ethoo song ullath pole,Non-sarcastic
തിരുവനന്തപുരംകാരുടെ സ്വന്തം അഹങ്കാരം ലാലേട്ടൻ ....കോട്ടയാണ് മോനെ ഇവിടെ,Sarcastic
Katta Waiting... Suriya n Lalettan fan from Ernakulam,Non-sarcastic
Dialogue pora msmmookka paranjaal onnoode ushaaraayene,Non-sarcastic
Ithu Simple  AICP anu CPIM(hero) DVP anu BJP(Villain)  Tovino varum DVP Kare urutti kollum   Climax AICP election  jayikkum.....,Non-sarcastic
മൂക്കുത്തി കണ്ടില്ലങ്കിൽ കുഴപ്പം ഒന്നും ഇല്ല. നിങ്ങൾ എല്ലാവരും ചെന്ന് അടുക്കളയിൽ ഉളളി എണ്ണത്തിൽ കുറവ് ഉണ്ടെന്ന് നോക്കൂ തരുണികളെ ഉള്ളി120 സ്വർണ്ണത്തിനെക്കാൾ വില,Sarcastic
Theatre ഇളകി മറിഞ്ഞ നിമിഷം   തിയേറ്ററിൽ തന്നെ കാണേണ്ട ചില സിനിമകൾ ഉണ്ട് അതിൽ ഒന്നാണ്  mamangam,Non-sarcastic
5 thavana njn kandu iniyum kanan pokuva...  Sprr,Non-sarcastic
Trailer kanunnathinumunpe aadyam dislike adichu. Trailer kand kazhinj like adichu. Kidu.. fdfs,Non-sarcastic
"Kidu Trailer  Midhun Manual Thaoms Kunchakko Boban  Team nte variety movie aayirikkum ""അഞ്ചാം പാതിര""",Non-sarcastic
Lalettan veendm tadicho..slim aavnata nallat..fight oke kanan ataa nallat... Ladies and gentle man pole aavand nikatte,Non-sarcastic
Hukoo for rajinikanth sir hukku hu hu for mohanlal sir,Non-sarcastic
Padam 2 pravashyam kandu...ettavum ishttappetta song aanu ith..ikkak matram cheyyan pattunna role,Non-sarcastic
എന്തൊരു ബോറാണ്. ലാലേട്ടൻ ഇമ്മാതിരി പടങ്ങളിൽ അഭിനയിക്കുന്നത് നിർത്തിക്കൂടെ?,Non-sarcastic
Arum angna kuttam parayatha oru trailer Nice #MAMMOOTTY !,Non-sarcastic
ഉള്ളംകൈയിൽ ഒത്തിരി നമ്പറുകളുമായി ഇട്ടിച്ചായൻ  ഓണം പൊടിപൊടിക്കാൻ എത്തുന്നു... അപ്പൊ എങ്ങനാ...? പൊളിക്കല്ലേ.. !!  ലാലേട്ടൻ ഫാൻസ്‌  like here..  #Ettimaanimadeinchina,Non-sarcastic
Swasiii muthe filmnu vendi katta waiting pwolikuuuu chakkare all the best Swasi eshtam,Non-sarcastic
എന്ന് നിന്റെ മൊയ്തീനിലെ കണ്ണോണ്ട് ചൊല്ലണ്.. ഓർമ വരുന്നേയ്...  രണ്ടും  എം ജയചന്ദ്രൻ ആയതോണ്ട് വെറുതെ വിടുന്നു..,Sarcastic
Vannirikkum  first show backil njan ndavum,Non-sarcastic
"Ikka, നിങ്ങൾ pwoliyaanu, വേറെ level ആണ്......... Love you ikkaaa....",Non-sarcastic
ഫഹദിക്ക...നിങ്ങൾ എന്തൊരു മനുഷ്യനാണ്...ഞാൻ പ്രകാശനിലെ പ്രകാശം എന്ന കഥാപാത്രവും കുമ്പളങ്ങി നെറ്സ് ലെ ഷമ്മി എന്ന സൈക്കോ  കഥാപാത്രവും എങ്ങനെ സാധിക്കുന്നു....എല്ലാരും ഈ സിനിമ കാണണം...പറയാൻ വാക്കുകളില്ല..,Non-sarcastic
:-( വളരെ മൃദുലമായ ഗാനം,Non-sarcastic
Ithu oru mathiri award film pole undallo... Paisa kalayan enne kittilla...,Sarcastic
I lik both lalettan and ikka  madhuraja kollam gud ishtyi trailer but lucifer vere level tanne anu,Non-sarcastic
Onnill kooduthall thavana kandavar like adi..,Non-sarcastic
Pisharody vidunna lakshanam unnumillaallo... anyway good luck,Non-sarcastic
ഉയിരിൽ തൊടും തളിർ\r വിരലാവണേ നീ.\r അരികേ നടക്കണേ. അലയും\r ചുടുകാറ്റിനു കൂട്ടിണയായ്\r നാമൊരു നാൾ കിനാക്കുടിലിൽ\r ചെന്നണയുമിരുനിലാവലയായ്.\r ആരും. കാണാ… ഹൃദയതാരമതിൽ\r ഉരുകി നാമന്നാരും. കേൾക്കാ… പ്രണയാജാലകഥ\r പലവുരു പറയുമോ…\r ഉയിരിൽ തൊടും കുളിർ\r വിരലായിടാം ഞാൻ.\r അരികേ നടന്നിടാം. അലയും\r ചുടുകാറ്റിനു കൂട്ടിണയായ്\r നാമൊരു നാൾ കിനാക്കുടിലിൽ\r ചെന്നണയുമിരുനിലാവലയായ്.\r ആരും. കാണാ… ഹൃദയതാരമതിൽ\r ഉരുകി നാമന്നാരും. കേൾക്കാ… പ്രണയാജാലകഥ\r പലവുരു പറയുമോ…\r വഴിയോരങ്ങൾ തോറും\r തണലായീ പടർച്ചില്ല നീ…\r കുടയായ് നിവർന്നൂ നീ\r നോവാറാതെ തോരാതെ പെയ്കേ.\r തുഴയോളങ്ങൾ പോൽ നിൻ\r കടവത്തോന്നു ഞാൻ തൊട്ടു മെല്ലെ\r കാറ്റേ ചില്ലയിതിൽ വീശണേ\r കാറേ ഇലയിതിൽ പെയ്യണേ\r മെല്ലെ തീരമിതിലോളങ്ങളോളങ്ങളായി നീ വരൂ…\r ഉയിരിൽ തലോടിടും\r ഉയിരായിടും നാം.\r നാമൊരു നാൾ കിനാക്കടലിൽ\r ചെന്നണയുമിരുനിലാനദിയായ്.\r ആരും. കാണാ… ഹൃദയതാരമതിൽ\r ഉരുകി നാമന്നാരും. കേൾക്കാ… പ്രണയാജാലകഥ\r പലവുരു തുടരുമോ…   hit LIKE,Non-sarcastic
"വർഷങ്ങൾക്കുശേഷം ലാലേട്ടനും  സിന്ദീക്കും ഒന്നിക്കുന്നത്  Katta ""waiting*",Non-sarcastic
Ethilum oru puli Murugan ilathilillilo alle,Non-sarcastic
Eeeswara njn mAthraano edakedak vann nokane,Non-sarcastic
Mamangam cinemayude ksheenam ikka ithil theerkum...,Non-sarcastic
"Padam kazhinju trailer veendum kandavar like adikku . Padam trailer pole alla , nalla rasam ulla kore scene undu",Non-sarcastic
pirates of caribian Alle etu atanta angana,Non-sarcastic
കേരള ബ്ലാസ്റ്റേഴ്‌സ് കളി കഴിഞ്ഞതേ ഒള്ളു..... ഇനിയാണ് കേറാൻ കിടക്കുന്നതു,Sarcastic
ഇൗ പടം പൊളിക്കും...1st day തന്നെ പോയി കാണും... All the best laletta🥰 By an ikka fan...,Non-sarcastic
"I'm from Hyderabad, Telangana. So I dont know Malayalam but still I liked trailer.",Non-sarcastic
0:24 ദാറ്റ്‌ സാന്റ ലുക്ക് 🤩...  കുട്ടികളെയും കുടുംബ പ്രേക്ഷകരെയും കയ്യിലെടുക്കാൻ പോന്ന ഒരു ഐറ്റം ആണെന്ന് തോനുന്നു ... നീ കാത്തിരുന്നവൻ ഞാൻ തന്നെയാണ് ഐസാ,Sarcastic
Mohan Lal Katy’s fans onnn like Chevu Chet daaaa Lal attan,Non-sarcastic
ഞാൻ സ്വപ്നത്തിൽ പോലും കരുതിയില്ല ഈ പടം okke ഞാൻ  തീയേറ്ററിൽ പോയി കാണാനുള്ളതാണെന്ന്.....  കണ്ടു.. but മതിയായില്ല,Non-sarcastic
"Trailer thanne lag annallo, enthu prahasanm anu saji..jayetta thala engane vachu kodukkalle",Non-sarcastic
Tovino machane fight scene poratto... eniyum valaraan undu,Non-sarcastic
prayam koodum thorum cinema adipwoli akukayanallo,Non-sarcastic
Youtube adichu poi makkale.. Raja vannu......,Non-sarcastic
Songil thane engana comedy apo padam muyuvanoo,Non-sarcastic
Comedy cheyan Oru prethaka kazhivu vennam athu surajinu ilaaa. Full chali aytaanu thonnanee,Non-sarcastic
Nammude kuttikale karotteku pagaram kalari padipkunnathalle nallathu.athalle nammude parambaryam..,Non-sarcastic
vandiyil vanu iragana scene oru reshayam illaa  bgm,Non-sarcastic
Kollam... Avasaanam odiyan manikyane pole avadhirunna mathi.. 🤪,Non-sarcastic
തണ്ണീർ മത്തൻ ദിനങ്ങൾ പാർട് 2 eragunathine കുറിച്ചു എല്ലാവർക്കും എന്താ അഭിപ്രായം?????,Non-sarcastic
40:45ഈ സീൻ ഒന്നിൽ കൂടുതൽ കണ്ടവർ നീലം മുക്കി പോ,Non-sarcastic
Muriyandi mammunniyude sudappi fansinaanu kuru vallathe pottunnath..,Non-sarcastic
5 Thing's you should know about Moothon.. മൂത്തോനെ കുറിച്ച് അറിഞ്ഞിരിക്കേണ്ട 5 കാര്യങ്ങൾ,Non-sarcastic
Entea ammooo nivin chetta chumma powliichhee,Non-sarcastic
GONE GIRL MOVIE de vibe ille ...aarkengillum tonunnundo?🧐🧐,Non-sarcastic
"Lalettan nu pakaram vekkaanaarumillaaa,legend ,d complete actor",Non-sarcastic
Edutha vecchathu   nokki  vaayikkunna   pole  undu    dialoges...very  bad    trailer.,Sarcastic
King of Malayalam Cinema !!! MEGASTAR MAMMOOKKA,Non-sarcastic
തീയറ്റർ ഇളക്കി മറിച്ച സമയം. ഇക്കയുടെ intro BGM,Non-sarcastic
Lad kondupoyi  laletta onam !!sorry,Non-sarcastic
കമന്റ്‌ വായിക്കുന്ന ലാലേട്ടൻ ഫാൻസിന് ലൈക് അടിക്കാനുള്ള നൂൽ...,Sarcastic
"Adhikam hype venda, ormaundallo orannam pottittu 1 varsham tekangilla",Non-sarcastic
Ammo ntha ppo ethu oru rakshayum ella,Non-sarcastic
Predict cheyyan pattunna oru kadhyakumennu thonnunnapole und trailer,Sarcastic
ഇതുപോലൊരു കിടിലം ട്രയ്ലറിന് ഡിസ്‌ലൈക്ക് അടിച്ചവന്മാർ എന്ത് ദുരന്തമാണ്....,Non-sarcastic
Ammayane njan aaa pavathinte mookkuthi eduthittilla,Sarcastic
മലയാളസിനിമയുടെ തല വര മാറ്റിയെഴുതും മാമാങ്കം.... മമ്മൂക്കയുടെ മറ്റൊരു ഇതിഹാസ കഥാപാത്രം കാണാo..... നവംബർ 21 ന്,Non-sarcastic
നൈല ചേച്ചി ഫാൻസ് ഇവിടെ കമോൻ,Non-sarcastic
Traileril എന്തോ ഫീൽ...  അപ്പൊ പടത്തിൽ എന്തോ ഒളിഞ്ഞു കിടപ്പുണ്ട് മക്കളെ...  വിനീതേട്ടൻ ഇഷ്ടം Katta wait,Non-sarcastic
ഇതിനിടക്ക് മാമാങ്കം 60 കോടി തള്ളിയ ഇക്കാച്ചി ഇജ്ജാതി മാസ്സ് ബൈ ദുബായ് waiting for ദി ടീസർ,Non-sarcastic
Pirates of carribian il ninn kattoo enn oru tonnal,Sarcastic
"kandittum kandittum mathi aakunnilla, sakala recordum thoothuvaarum",Non-sarcastic
I am waiting for.................... tovino kalki trailer tovino fans like here,Non-sarcastic
enganem trailer irakkavo.veendum veendum kadittum matiyakunnilla katta waiting for this movie,Non-sarcastic
Idhile dogs ne kaanaan mathramaayi vannavarundo,Non-sarcastic
marana mass marana mass marana mass marana mass marana mass marana mass marana mass marana mass marana mass marana mass kid kidu kidu kidu kidu kidu kidu kidu poli poli poli poli poli poli poli poli poli poli poli poli poli poli poli poli poli poli poli poli poli poli poli poli poli poli poli poli poli poli poli poli poli poli poli poli poli poli poli poli poli poli poli poli poli poli poli poli poli ഞാൻ ഈ ഫിലിം കണ്ടു :................... എത്ര പറഞ്ഞാലും മതിയാവില്ല കിടു ഇത് ഒരു കിടിലൻ ന്യൂ ഇൻ ഫിലിം തന്നെ,Non-sarcastic
ഓണം കളക്ഷൻ റെക്കോഡ്       ഇട്ടിച്ചായൻ കൊണ്ടുപോയി  അല്ലാതെന്താ ....??,Non-sarcastic
Kolakolli enoke paranjaa ithaanu.. Repeat mode ini on thanne aayirikkum...,Non-sarcastic
Nannayi onnu poliyunna lakshnm unde...Thrill maintain cheyan ayillenkil,Non-sarcastic
പാട്ട് repeat അടിച്ച് കാണുന്ന ഇക്കാ ഫാൻസ് നീലം മൂക്കി പോവൂ,Non-sarcastic
പറയാൻ ഒന്നുമില്ല  പ്രത്യു സൂപ്പർ ആണ്  എല്ലാം കൊണ്ടും ജീവിതം എന്താ എന്ന പഠിച്ച ഒരു വെക്തയും ആണ്,Non-sarcastic
0:56 ഷെഡിക്ക് എന്തേലും പറ്റിയാൽ ഞങ്ങളും ആരും പുറംലോകം കാണിക്കാറില്ല സാറേ..,Sarcastic
ഇന്നലെയാണ് പടം കണ്ടത്. കിടുകാച്ചി പടം. രാജുവേട്ടൻ സുരാജേട്ടൻ പൊളിച്ചു,Non-sarcastic
ഗുഹൻ fans കിടന്നു കരയുന്നു ഇത് ഒരു Family entertainer ആണ്  Positive റിപ്പോർട്ട്‌ കിട്ടിയാൽ pinne നോക്കണ്ട  ഇട്ടിച്ചൻ ഇഷ്ടം,Non-sarcastic
0:19 roshan andrews ഇയാൾ അഭിനയിക്കുന്നും ഉണ്ട് അല്ലെ,Non-sarcastic
Prayattine vellunna bhavabinayavum shabdavum orumichu,Non-sarcastic
ആരൊക്കെ ശ്രദ്ധിച്ചു സുകുമാരൻ ചേട്ടനെ... ഫോട്ടോയിൽ,Non-sarcastic
ഈ പാട്ടിനൊക്കെ dislike അടിച്ചവരെ സമ്മതിക്കണം.. 🤨🤨🤨,Sarcastic
Ente ponno ijjathi Raya kandam vazhi oodi eetahhh,Non-sarcastic
Ithu vere level aane makkale.,Non-sarcastic
mammokka thug life mashup,Non-sarcastic
Ayippan poli an muthe ni an muthe hero ayappan fans like,Non-sarcastic
Ikka maaraka look... Maranamass dialogue... Pillaerum polichuu,Non-sarcastic
Malaya cinema abhimanikkunnu ingane oru nadane kittyathil.....Wish u a very swt & hpy bthday mammooka 🥡🥡,Non-sarcastic
"ഷൈൻ"" മലയാള സിനിമക്ക് പ്രതീക്ഷ തരുന്ന നടൻ..",Non-sarcastic
50 il Kooduthal Kandavarkku Like adikkam,Non-sarcastic
0:58 നിനക്ക് ഇനി മലയാളം ഇൻഡസ്ട്രിയൽ കിടന്നു പോളാകാൻ പറ്റുവൊന്നു തോന്നുന്നോ ബോസ്സേ മമ്മുക്ക,Sarcastic
"ഇതിൽ എവിടെ മൈരേ fight,  നാഗകന്യക,സുനാമി,കടൽ കുതിര,മത്സ്യകന്യക ഒക്കെ  തള്ളി നടക്കുമ്പോ അറ്‌ലീസ്റ് ഒന്നെങ്കിലും ഉണ്ടെന്നു ഉറപ്പ് വരുത്തണം കോഴി പൊളി ഫാൻസെ  അതിന് എങ്ങനാ  ഈ മൈരൻ തന്നെ ആഘോള തള്ളല്ലേ  കൊത്തുണി 100കോലി  Lad50കോലി  മൈരോട് മൈര്",Non-sarcastic
ഓ എൻ വി സാർ  ഉണ്ടായിരുന്നു എങ്കിൽ കുറച്ചു കൂടി നന്നായേനെ,Sarcastic
Sajeev pilla enna sadaranakarane aarum marakaruthu...chaverinte cinema cheyyumbol chaverayi poya oru manushyan.,Non-sarcastic
നീയൊക്കെ അര ട്രൗസറും ഇട്ടോണ്ട് അജന്തയിൽ ആദിപാപവും കണ്ടോണ്ട് നടക്കണ ടൈമിൽ നമ്മൾ ഈ സീൻ വിട്ടതാ നിന്റെയൊക്കെ ഇക്കാനോടൊക്കെ ചോദിച്ചാൽ അറിയാം...,Non-sarcastic
"4 MILLION VIEWS .....  4,001,402 ......",Sarcastic
ശെരിക്കും ഇത് പണ്ടത്തെ ഒരു കലാരൂപമാണ് എന്ന് മനസിലായവർ ഉണ്ടോ?,Sarcastic
Ennaloo poothiri nal makam piranna .... enna songite athe eenam,Non-sarcastic
Enikk. Ee. Actress inte. Pere. Aritilla,Non-sarcastic
"Maamaangam"" Film Fans Mammootty Fans Shreya Ghoshal Fans Break LIKE button",Sarcastic
AVASAANAM RAAJUVETTANUM VALLA VILLANO MATTO AAYI VARUMO ENDHO#######,Non-sarcastic
Katta waiting! Manju chechi-yude mattoru variety role,Non-sarcastic
ഇട്ടിച്ചന്റെ വക ഒരു സാമ്പിൾ വെടികെട്ടു കൂടി.......,Non-sarcastic
മമ്മൂക്കക്കു  യേശുദാസ്  വോയിസ്‌ നല്ല മാച്ച് ആണ്,Non-sarcastic
NALLA KIDUKACHI TRAILER  Haters dislike adikan odi vannallo,Non-sarcastic
Trailer poli.   pakshe..... Copy sundar sherikkum copy aanenn sammadichu,Non-sarcastic
എത്ര കേട്ടു എന്നറിയില്ല  കേട്ടു കേട്ടു  ഞാൻ,Non-sarcastic
എന്റെ ഇക്ക nja നമിച്ചു... ഒരു രക്ഷയില്ല ഹെവി ഐറ്റം തന്നെ,Non-sarcastic
"ഒരു കട്ട മമ്മൂക്ക ഫാൻ ആയ ഞാൻ മുക്കുത്തി എന്ന ഗാനം നിങ്ങൾ ഏവരെയും പോലെ തന്നെ കാത്തിരുന്ന കണ്ട ഗാനമാണ്. പിന്നാലെ കുറെ ഫാൻസുകാരുടെ കരച്ചിലും കേട്ടു .മുക്കുത്തി അവിടെ കണ്ടില്ല . ഇവിടെ എടുത്തു ,എല്ലാം പറഞ്ഞുകൊണ്ട് .. ഒരു ലോഡ് പുച്ഛം വാരിവിതറി കൊണ്ട് ഒരു കാര്യം നിങ്ങളുടെ ഓർമ്മയിലേക്ക് ധരിപ്പിക്കാൻ ആയിട്ട് ആഗ്രഹിക്കുകയാണ്. കാരണം നിങ്ങൾ എത്ര പേർ മൂക്കുത്തി എന്ന കലാരൂപത്തെക്കുറിച്ച് കേട്ടിരിക്കും എന്നറിയില്ല .അങ്ങനെ ഒരു കലാരൂപം ഇവിടെ ഉണ്ടായിരുന്നു .കുറച്ചുകൂടി എളുപ്പത്തിൽ പറഞ്ഞാൽ ആ കലാരൂപത്തിന് ഒരു മോഡിഫൈഡ് രൂപമാണ് ഇന്നത്തെ മോഹനിയാട്ടം. ചുരുക്കി പറഞ്ഞാൽ അന്നത്തെ കാലത്തെ ബാർ ഡാൻസ് തുല്യമായ ഒരു കലാരൂപമായിരുന്നു മൂക്കുത്തി. നൃത്തം ചെയ്യുന്ന നിർത്തകി എൻറെ മുക്കുത്തി പോയെന്നു പറയുന്നു. അവിടെ മദ്യപിച്ചു കൊണ്ടിരിക്കുന്നവരുടെ അടുത്ത് പോയി നോക്കുന്നു .അവരുടെ ഡ്രസ്സുകൾ മാറ്റി നോക്കുന്നു .ഇതായിരുന്നു അന്നത്തെ കലാരൂപത്തിൻറെ ഹൈലൈറ്റ്. അന്യം നിന്നു പോകുമായിരുന്ന ആ മൂക്കുത്തി എന്ന കലാരൂപത്തെ വള്ളത്തോൾ തിരിച്ചു പിടിക്കാൻ ശ്രമിച്ചു . അതിൻറെ ഭാഗമായാണ് മോഹിനിയാട്ടം രൂപംകൊള്ളുന്നത് പോലും. ഒന്ന് ആലോചിക്കേണ്ടത് ഈ സിനിമയുടെ ഭാഗമായി വരുന്ന ഒരു പാട്ടിൽ എത്രത്തോളം പഠനം നടത്തിയതിനു ശേഷമായിരിക്കും ആ മൂക്കുത്തി എന്ന കലാരൂപത്തെ തിരിച്ചു കൊണ്ടുവരാൻ ശ്രമിച്ചുരിക്കുക. എന്തായാലും ഒരുപാട് അഭിമാനം തോന്നുന്നു .ഒരുപാട് പ്രതീക്ഷയും.. ഇനിയും മൂക്കുത്തി പോയെ, മൂക്കുത്തി കണ്ടില്ല എന്ന് പറയുന്നവരോട് ഒന്നേ പറയാനുള്ളൂ. ചെമ്മീൻ ചാടിയാൽ മുട്ടോളം പിന്നേം ചാടിയാൽ ചട്ടിയോളം  ഒറ്റ കാര്യം പറയാം.   മാമാങ്കത്തിലൂടെ ഇൻഡസ്ട്രി ഹിറ്റ്‌ അല്ല അവന്റെ അപ്പന്റെ ഹിറ്റ്‌ നമ്മൾ അടിച്ചിരിക്കും",Sarcastic
Ohh katta waiting  psycho vineethettan,Non-sarcastic
കഴിഞ്ഞ പത്തു വർഷത്തിനിടയിൽ കണ്ടതു കേട്ടതും മായ ഏറ്റവും നല്ല ഗാനവും ഗാന രംഗവും നന്ദി മമ്മുക്ക നന്ദി ദാസേട്ട,Non-sarcastic
ayyo ithu kand mammmonjikal thhongi chakum,Sarcastic
ബോക്സ്‌ ഓഫീസ് ഹിറ്റ്‌ അടിക്കുന്നുമുള്ളവർ ലൈക്‌   Joju jorge fans like,Non-sarcastic
"Teaser kandu ,Ee Songum kandu.Ellarum Ithokke Kandittu Avarku Oru Samshayam ee Mamangathil Unniyettan (Unni Mukundan) ano Nayakan Ennuuu.enthayalum Unniyettante aa Mass Kanan Vendii Kattaa Waiting.Kandavellam Parayunnu Unniyettan KolaaMassaa Mamangathil Ennuuuu.UNNIYETTAN ISTAM.Unniyettane Istam Ollavar like adikan Marakalle",Sarcastic
Malayalam leady super star......athuku ungalluku thaguthiyea illea,Non-sarcastic
sajeev pilla enna samvidhayakante kanneerinte vilayaanu ee sinima. chathi.,Sarcastic
Entammo ikka powli powli ...heavy item,Non-sarcastic
Orumathiri tamil mass padam pole thonnunu...daivam noke parangu politiciansne oke ingane thalapathuvekkunne aavishamillatha hype alle ???.,Non-sarcastic
നമ്മൾ ലാലേട്ടൻ ഫാൻസ്‌ ഈ പടവും മറ്റൊരു ചന്ദ്രോത്സവം വെളിപാടിന്റെ പുസ്തകവും ആകരുത് മാസ്സ് ഇല്ല എന്ന് പറഞ്ഞു negative ഇട്ടിട്ട് ഫാമിലിയെ കൂടെ പടത്തിൽ നിന്നും അകറ്റരുത്യോജിക്കുന്നവർ like അടി അല്ലാത്തവർ അവരുടെ അഭിപ്രായം share ചെയുക,Sarcastic
44k likes and 615 dislikes wow unbelievable !!!!!!!!,Non-sarcastic
മഞ്ജുവാര്യർ തകർത്തു......  ഐ ആം വെയ്റ്റിംഗ്.....,Non-sarcastic
Anthoke erakiyaaalum degrade cheyaan alukalum kalla print erakaan kure uulakalum ulladatholam kaalam ekkada padam vijayikaan paadaaanu..,Non-sarcastic
Jimitt fans jimittinte theettam thinnaan nokk myrukale,Sarcastic
Enta ponney ijjathi item uff romanjam,Non-sarcastic
surajinte body transformation... ho... vere level nadan aakuvanello oro padam kazhiyumthorum..,Non-sarcastic
"അവസാനം ""കിരീടം"" മോഡൽ ഒരു  സീൻ കണ്ടല്ല....  എന്താപ്പാ അത്",Non-sarcastic
ഇത് പോലൊരു മുതൽ ഇതിന് മുമ്പും ഇല്ല.. ഇതിന് ശേഷവും ഇല്ല..... ലോകത്തിൽ മൊത്തം ഏഴല്ല എട്ട് വിസ്മയങ്ങൾ ഉണ്ട്.... എട്ടാമത്തേത്.... നമ്മടെ ഏട്ടൻ ആണ്..... LALETTAN... അടി.... ഇടി.... തമാശ......വിഷമം..... പ്രേമം.... സ്നേഹം.... പക..... ഇതെല്ലാം ഈ പ്രായത്തിലും ഏട്ടന്റെ കയ്യിൽ സുരക്ഷിതം...,Non-sarcastic
കണ്ണോണ്ട് ചൊല്ലാണ് മിണ്ടാണ്ട് മിണ്ടണ് പുന്നാര പനംതത്ത പോലെ  ഒരുപാടൊന്നും ഇല്ല. എവിടെയൊക്കെയോ.. ശരിയാണോ🤔,Sarcastic
Kukkuthi kukkuthi song  Ufff polii,Sarcastic
ദൃശ്യത്തിലും ആലാപനത്തിലും ഈണത്തിലും വരികളിലും നൃത്തത്തിലും സൗന്ദര്യത്തിലും മുകിൽ വർണ്ണനെ (ബാഹുബലി ) പരാജയപ്പെടുത്തുന്നു,Sarcastic
Happy bday Mega Star Mam mookkaaaaa,Non-sarcastic
ഞാൻ പഠിച്ച സ്കൂൾ ഞാൻ പഠിച്ച ക്ലാസ്‌ ആ അന്തസ്,Non-sarcastic
മികച്ച പാട്ട്.. 2019 ലെ മികച്ച പാട്ടുകൾ ഞാൻ ചെയ്തിട്ടുണ്ട്..എല്ലാവരും ഒന്ന് കണ്ട് nokkanam,Non-sarcastic
