Text,labels
Any under 20 age rajini fans hit like,Non-sarcastic
I m Waiting Thalaiva...... Pongalukku Theatre Porom.... Thomsam panrom... Ne Kalakku... Rajini Uncle....,Sarcastic
yanga thalapathi tha da vasul manan.....#manda,Sarcastic
LOVE frm Salman Fans .... Super ...,Non-sarcastic
Namba Achi Varum la ?....Varum Paru,Non-sarcastic
Video paakamale dislike poda mudiyathaa.....you tube la appadi oru option kondu vanga intha karumathala paakka mudila.....hathaa....🤣🤣🤣.....,Sarcastic
You will see my rage Friezaaa!!!!!!,Non-sarcastic
I love thalaivaaaa ...... I love thalaivaaaaa..... I love thalaivaaaaaa... I love thalaivaaaaaaa.,Non-sarcastic
Sivakumar sir iruntha Ella phone ayum thativitu kathaya mudichirparu,Sarcastic
Osm trailer..But court bouckgrand perusa kaatti irukalam..Chinna court aha iruku...thala na semma mass irukanum la,Sarcastic
Innum Kaappaan Teaser Repeat Mode La Pakkuravanga Like,Non-sarcastic
Any school students here......... Hit like............    Hiphop tamizha.......,Non-sarcastic
Enneda posukunu bigil padathey pei padama aakidinge... Oru vele bigil 2 oh..,Non-sarcastic
Thaadi konjam athigama irukhura maathiri irukhu... Korachi iruntha innum nalla irunthu irukhum....,Sarcastic
ajith en sunni mayirukku samam avan vide  podathinga,Sarcastic
Ayyo thala pakka pakka veri aagudhu,Sarcastic
Yaarukulam indha trailer puriyala nu sollunga paapom,Non-sarcastic
Vadachennai ku award miss aairchu aana asuran ku national award miss aagama dhanush and vettrimaran paarthukuvanga,Non-sarcastic
Young Superstar - Karthi's Kerala Fan,Non-sarcastic
விஸ்வகர்மா சமூகம் சார்பாக இந்த திரைப்படம் வெற்றி பெற வாழ்த்துக்கள்,Non-sarcastic
Hits 500k likes... Surya Anna Third Teaser to get 500k likes....,Non-sarcastic
சத்தியமா சொல்றன் ட்ரைலர் சட்டப்படி  சூப்பர் மா,Non-sarcastic
"ஜாதிகள் இல்லையடி பாப்பா; - குலத் தாழ்ச்சி உயர்ச்சி சொல்லல் பாவம்; நீதி, உயர்ந்தமதி, கல்வி - அன்பு நிறைய உடையவர்கள் மேலோர்",Non-sarcastic
I'm very very very happy,Non-sarcastic
My Bast Friend Ritika Singh Fans Like Here,Non-sarcastic
Trailer mairu madiri iruku.kandipa flop tha,Sarcastic
"வேலைக்கு ஆட்கள் தேவை இடம் : சென்னை வயது :18 to 28 வருமானம் :15000 ‍to 25000 நிரந்தர வேலை தங்குமிடம் இலவசம் ,  7538889725",Non-sarcastic
Pollachi makkal sarbaga Padam vetri pera vaalthukal,Non-sarcastic
என்னடா சப்பையா இருக்கு அடேய் செல்வராகவா இரண்டாம் உலகம் பார்ட் 2 எடுத்துட்டியாடா,Sarcastic
Suriya anna vera levl na... namma yeppayum vedapu tha na marana waiting naKAAPPAAN,Non-sarcastic
Yogi babu va vida rajin comedy tan ultimate ah iruku,Non-sarcastic
Pakkadhana Poora Intha Kali oda Aatatha...,Sarcastic
Yov jayalalitha nu solli sasikalava kaatringa...bongu pa ithellam,Sarcastic
Innum 44200 views balance  adichi thookalamaa ‍‍‍‍‍‍‍,Sarcastic
Dislike potta mutta muthevingaluku than thalayoda last dialogue...  Oruthan mela viswasam katta innoruthara enn asinga paduthireenga,Sarcastic
waaaooow chiyan semmmee sir...unga look n your acting...,Non-sarcastic
பெண்களுக்காண ஒரு விழிப்புணர்வு படம் . கட்டாயம் திரையில் காணுங்கள். இந்த மாறி ஒரு படைப்புக்கும் ஒரு துணிவுக்கும் முன்னாடி  தமிழ் சினிமா தோற்று போகட்டும்....,Non-sarcastic
உண்மையிலே நம்ம சுதந்திரம் பிரிட்டிஷ்காரர்கள் இடம் வாங்கி அரசியல்வாதிகளுக்கு கொடுத்திருக்கோம் வேற லெவல் மாஸ் என் ஜி கே தியேட்டர்ல சும்மா தெறிக்க போகுது...... விசிலும் கைதட்டல்களும்..... சூர்யா அண்ணனுக்கு வாழ்த்துக்கள்...... இந்தப் படம் வேற லெவல் அரசியல்......,Non-sarcastic
Yuvan music vera level nuu soltrivinga like potungaa,Sarcastic
Aiyooooo Surya Anna na kola waiting semaya iruku teaser I love Surya sir Tq k.v sir,Non-sarcastic
Jan 10 Naanum paakkathaan poren kaalioda atteththa,Sarcastic
thale hidup... I luv u Mr Ajit kumar,Non-sarcastic
Mass eduga vendiyatha mokka edutha vesuiruga ..music  bgm Mattum mass iruntha pothadu  ....,Non-sarcastic
Bgm copy anonnu oru samshayam januvariyil viriyumi enna songinte music anennu,Non-sarcastic
ஆ.தி.மு.க கொடிக்கு பதிலா தி.தி.மு.க கோடி வெச்சுருக்கீங்க.,Sarcastic
படம் வெற்றி பெற விஸ்வகர்மகம்மாளர் வம்சம் சார்பாக வாழ்த்துக்கள்,Non-sarcastic
My Real Hero  Thala Mass  Never Ever Give Up  Thala daaa..aaaaaaaaaaaaaaaaaaaaaaàaaaa,Non-sarcastic
Trailer மாஸ்  Sivekarthikeyan ரசிகர்கள் சார்பாக NGK மாபெரும் வெற்றியடைய வாழ்த்துக்கள்,Non-sarcastic
Any 90s kids Naadodigal 1 fans?,Non-sarcastic
over 15 million views in 3 days and over 638k likes,Sarcastic
எந்த ஒரு வண்ணியனும் எதிர் பார்த்து காத்து கொண்டிருந்த படம்...... எங்க வீட்டு பொண்ண மட்டுமில்ல மண்ண கூட தொட முடியாது..... சேலம் ஆத்தூர்.... வன்னியர்,Non-sarcastic
Padam avlo nalla illa pa Niraya padam ippo lam vandhuduchu Acting super,Sarcastic
"ஜாதி தான அடங்கிட்டு போனாலும், சினிமாவும், சில அரசியல் வாதிகளும் தூண்டி விட்டு குளிர் காய்வாங்க..",Non-sarcastic
a  M a n i r a t h n a m   f i l m,Non-sarcastic
K V Anand and Suriya semma combo,Non-sarcastic
marana waiting Draupathi release madum paennu paadm epudi ooduthunu madum paru blockbuster varavaikurathu enga vela....,Non-sarcastic
Trisha Vara level super star maranaa kattu,Non-sarcastic
Semma comedy padam pakka yaar ellam waiting🤗,Sarcastic
karthik super Thalivar marana mass waiting,Sarcastic
No Caste  No religion Solranvanga mattum inga vaanga,Non-sarcastic
Masss poga pa super movie irukum pola,Non-sarcastic
2:01 kola kandu la iruken mavaney kollama Vida maaten....semma,Sarcastic
Pasi edukumodhu jaathi theriyala. Kaasu vanthathum saniyan pudicha jaathiyum senthu otikuthu thu enna vaazhkada ithu,Non-sarcastic
ப.ரஞ்சித் அவர்களே இனி உன் சமூக படம் வேலைக்குஆகாது..,Non-sarcastic
2.09 vera level Semma look yogi babu,Non-sarcastic
49K left for 600K likes,Non-sarcastic
0:47 Samutthirakani n COMMUNISM touch...,Non-sarcastic
vijay Ella surya Anna munnuku sappa surya mass,Non-sarcastic
வாழ்த்துக்கள் சூர்யா அண்ணா இப்படிக்கு  விஸ்வாசமான தல ரசிகர்கள்,Non-sarcastic
Bgm tralier unmaiaga super like pannunga,Non-sarcastic
Atlee vantha film'la irunthu aattaya pottan paathan.. Vara pora film'la irunthu kudu aattaya pottu irukkan... Thalaivan from future  altee na,Non-sarcastic
மொக்க ட்ரைலர்னு நினைக்கிறவங்க ஒரு like போடுங்க,Non-sarcastic
Yepadhan pa serve pannuva Serving soon nu poturuka???,Sarcastic
Throwpathi na magabharathathula pancha pantavargal manaivithane?,Non-sarcastic
திரைப்படம் பிரம்மாண்ட வெற்றி அடைய வாழ்த்துக்கள்..... வாய்மையே வெல்லும்  இனி காத்திருப்போம் உங்களின் காவியத்திற்காக....,Non-sarcastic
my dear tala i love u so much dear unnaku oru girl  fan ah iruka romba perumai padren .....una enthalau pidikum na varthaye illa dear .....best actor to tmil dear unna mari oruthara na marage panna romba asi dear ....lots of love dear......,Non-sarcastic
Enna bha trailer starting la Marvel lam varuthu,Sarcastic
Tea kada raja idha maari shortfilm potruthanga,Non-sarcastic
Chiyan vikram sir's   heavy  trailer.....,Non-sarcastic
yellathukum antha bharani paiyan than kaaranam,Sarcastic
10 times ku mela pathavan like potutu ponga,Non-sarcastic
திரௌபதி வன்னியர் குல தெய்வம்...  சாதிக்கு அப்பாற்பட்ட சமூகமே வளம் பெறும்,Non-sarcastic
Kutta koothi Mokka look like as anjan,Non-sarcastic
Climax la natu ka aluvan illa Tamizh nu sollitu auluvan....jaillikattu apo pota mari oditu kuthi...,Non-sarcastic
Ajith sir ..u r just fabulous..love u sir,Sarcastic
Singam da Just a Few Minutes 1 Million Views da Ithukku Per Than Marana Mass SURYA da,Sarcastic
"Ayyo thamilane adimaya irukkan, Ithula Periya kudumbam, and kudumbam, adimay kudumbam. Vera vela. Ipadiya adithukku kondu savunga. Ranjit ithu unakku theyvatan. Ipovangikko.",Sarcastic
நான் சிரித்தாள் வெற்றிபெற சிம்பு ரசிகர் மன்றம் சார்பாக வாழ்த்துக்கள்,Non-sarcastic
Not good film...zero is far better,Sarcastic
கதறியே சாவுறானுங்க சிறுத்தை குட்டிங்க...பொறுக்க முடியாம செத்றுவானுங்க போல...🤣🤣,Non-sarcastic
ராமநாதபுரம் மாவட்டம்  யாதவ சமுதாயம் சார்பாக படம் வெற்றி அடைய வாழ்த்துக்கள்,Non-sarcastic
இதில் என்ன தப்பு இருக்கிறது ரஞ்சித் போன்றோர் தலித் அரசியல் பேசும் திரைப்படத்தை எடுக்கும் பொழுது மற்றவர்கள ஏன் எடுக்கக் கூடாது?,Non-sarcastic
Vetrimaran ithai thavira vera ethuvum theriyatha ora mathiri padam,Sarcastic
Aiyooo !!!! Trailerey Cinema maadhiri irrukkey !!! Thalaivara ethanai dhadavayavathu paarkalaam !!!!,Non-sarcastic
Orutharu mela neenga vishvasatha kamikaruthukaga innoruthara yen asingapadithuringa ( 50k ) dislike,Sarcastic
Mirattal Bgm  IsaiThalaivan Bgm King,Sarcastic
Hey Vijay darling  sir enga ena pandraru???🤗🤗🤗,Non-sarcastic
like podunga thala bloods 600k like varanum,Non-sarcastic
Rajini fans hit like.... Awesome tralier,Non-sarcastic
intha padam kadaisi verai unarvukalai thoondi kadasiyil pillai seen ala veiththathu.... best .  hot illa songs ill a,Non-sarcastic
Surya மேல irukra verupu la ye 4.4k peru dislike pottruganunga,Non-sarcastic
Trailer last scence ha delete pannunga,Non-sarcastic
Idha dhan pala varsham ah sollitu irukanga!!  Ini otrumai ah irukanum ellarum. . . Thala & Thalapathy fans!,Non-sarcastic
Shankar and AR Rahman combo ultimatum,Non-sarcastic
Darbar motion poster theme song orey maari irukunu nenachu inga vanthavanga like pannunga,Sarcastic
திரௌபதி சரித்திர படம் சாதிக்கவந்த படம் தொடரட்டும் {~^~} நன்றி வாழ்த்துகள்,Non-sarcastic
Bairavaa teaser lam yaralam pakka vanthinga,Non-sarcastic
sama sama sama thala last dialogue nachunu eruku.lovely voice for Ajith.,Non-sarcastic
Dhanush endha level kum poi act panu varu..........,Non-sarcastic
Kis kis ko language samjjh nhi aayaa phir v pura trailer dekha hit the like button,Non-sarcastic
#Kaithi  very very very  intense adikraam paaru #bigiluku aapu,Sarcastic
ரொம்பே தப்பான படம் மனிதா உலகம் ரொம்பே பெரியது தயவுசெய்து வெளியே வந்து பருங்கே,Non-sarcastic
செருப்ப கழட்டி அடிச்சமாதிரி இருக்கும் குருமா & குஞ்சித் குரூப்புக்கு🤣 கதறியே சாவுங்கடா புளு சட்டை பாய்ஸ். செங்குந்த முதலியார் சமூகம் சார்பாக படம் மாபெரும் வெற்றிபெற வாழ்த்துக்கள்,Non-sarcastic
Rest in peace Dislikers.... Ungalukkulaam entha padamthaa pudikkum. Ke*** koo pasangala...,Sarcastic
தமிழ்நாடு விஸ்வகர்ம சார்பாக திரைப்படம் வெற்றி பெற வாழ்த்துகள்,Non-sarcastic
super!!!!!!!!! thala na mass thaanda. anils paawam,Sarcastic
திகில் மர்மங்கள் நிறைந்த திரைப்படமாக இந்தப் படம் இருக்கும் அருமை வெற்றி பெற வாழ்த்துக்கள்....,Non-sarcastic
நான் இருபது தடவ இந்த டைலர பார்த்துட்டேன்,Non-sarcastic
Who seen bigil trailer  Hit like,Non-sarcastic
reminds me spider man version 1,Sarcastic
Poradurathe thappuna poradura  soolnilai ah uruvakkunathum thappu thana mass dialogue anna,Non-sarcastic
Lalettan    surya ith oru onnonara ayitam ayyirikum makkale,Non-sarcastic
I LOVE YOU MY DEAR தல,Non-sarcastic
this looks like old thatha song for thatha thala fans da...hahahahahahahahahahahahaha..,Sarcastic
vera level - from vijay fan,Non-sarcastic
Can we make it 850k likes,Non-sarcastic
Odra ada odra adha odra adha odra adha vera level....,Sarcastic
Thala Semma Thala nerayaaa nerayaaa nerayaaa,Non-sarcastic
Teaser ah vidama trailer ah vittutaga🤩🤩🤩🤩🤩,Sarcastic
Dislike Panna nainga ellam Surya acting munadi ori mairum illatha echa dogs ...nadipin nayagan Surya loveit,Non-sarcastic
yogi B you are superb,Non-sarcastic
I'm andhra surya fan bgm,Non-sarcastic
Jaadhiya vachi ennada Panna poringa naalaikku neenga engayavudhu travela la  pogum podhu edhum onnu achuna ;(Dhalid) jaadhi kaaranga vandhu help panna venanu sulliruvingala  yenda daiii ellarum manusan dhanda...,Non-sarcastic
நாடக காதல் பண்ணுற கும்பல் தான் இப்படத்தை எதிர்க்கும்......,Non-sarcastic
இந்த ஒரு டிரெய்லருக்கே சிறுத்தை குட்டிகளின் கதறல் அதிகமாகவே இருக்கும்..  சாதி படம் என்று நடுநிலை என்ற பெயரில் பல நாயிங்க அந்த பரதேசி சிறுத்தை நாயிங்களுக்கு வக்காலத்து வாங்கிட்டு வருவானுங்க நாடகக்காதல் கும்பலுக்கு எதிராக அனைத்து சமுதாயமும் ஒன்று சேரும் நேரம் இந்த படத்தை ஆதரிப்பதின் மூலம் உணரலாம்..,Non-sarcastic
Mohan sir next film ku nanga solrom kathai,Sarcastic
அப்போ இது சிலை கடத்தல் பற்றிய கதை இல்லையா??? அப்போ ஏன்யா அவரு பேர வெச்சு படமெடுத்திருக்கிங்க??????,Non-sarcastic
One more national award goes to kangna,Non-sarcastic
Title design draupadhi by my thanai thalaivan anbu nanban Praveen Kumar!!! PK,Non-sarcastic
last dailog sema mass Vera level  Thala pola varuma,Non-sarcastic
Yevlo periya herova irunthalum ivaru padathila kathaikku eatha marithan nadikkanum. Istathukku nadikka mudiyathu. Ovvoru padatthulayum oru matruthiranaliya yaravathu naduchuruppanga. Illati matruthiranaliye naduchuruppanga. Ivaru tamil cinima la oru thani adayalam.,Non-sarcastic
Paavam thalayoda bike experience paathu akshara merandrupa,Sarcastic
Yaarukulam trailer suthama puriyalayo like panunga,Non-sarcastic
Beginning of satyayuga end of kaliyuga,Non-sarcastic
நங்கூரம் போல் கதை-களம் அமைந்தால் நான் கண் இமைக்காமல் ரத்திண ஒளியை பார்ப்பேன்.,Non-sarcastic
"தோழர் ஒரு வன்னியன்  செட்டியாரையோ, அல்லது மற்ற உயர்ந்த சாதியினர் ேவரு சாதி பெண்களை ஏமாற்றவே இல்லையா?அது எல்லாம்   உங்களுக்கு நாடக காதல் இல்லையா? அது என்ன காதல்",Non-sarcastic
Hindu Vera Saiva Mudaliyar sarvaka valthukal,Non-sarcastic
Padam vetri adaya Thalapathy fans vazthukal,Non-sarcastic
Can't wait to see Feeling #Thalapathy64....Lokesh uuu Nee vaaya vaaya.....Ithey fire oda vaa....,Sarcastic
Tamilarkalukkul sathi santai mutti vitupavan dmk enra telungu katchi,Non-sarcastic
Marana masssssss.katta waiting 4 u suriya anna,Non-sarcastic
Thalaiva and makkal selvan combo...waiting daaaaaa..... from vizagggg....,Non-sarcastic
10 board exam la lauguging,Sarcastic
இங்கு 99% கருத்துக்களை வைத்துப் பார்க்கும் போது எல்லோரும் நாடகக் காதலை பற்றி தெரிந்தும் அறிந்தும் வைத்துள்ளனர்.,Non-sarcastic
Vera level act... Chiya annaa semma,Non-sarcastic
YUVAN Shankar Raja Fans hit like,Non-sarcastic
470k likes waiting for 500k likes,Non-sarcastic
Teaser ippadi  iurkuna  padam  sema ya iruka podhu nanaikura,Non-sarcastic
Ithu padam mathiri illa graphics mathiri irukku,Sarcastic
Heroவ பாக்க  lighta சசிகுமார் மாதிரி இருக்கு.. யாருகாசும் அப்படி தோணுச்சு நா ஓரு like போடுங்க !!!,Non-sarcastic
Ennada ithu pithalatam a iruku Ad la pattas trailer lam varudhu ipdi yellam promotion panni views etha aarambichuteengala,Sarcastic
Keerthi Suresh akka kocham rest edukulamla...Ella hit padathala neegaley vaaringa..Vara heroinenukum koncham vaaipu kodukalamla...,Non-sarcastic
"Make it 17 million views guys,",Non-sarcastic
Die hard Chiyaan Vikram Fans nu Like adikkan olla comment..  Love from Kerala..,Non-sarcastic
Yarellam  #bigil promo pathutu varenga  Hits like,Non-sarcastic
Ithu varaikum evlo vadai suturikinga....   Niraiya Niraiya Niraiya Niraiya...,Sarcastic
DEI.. ITHU 96 YAARAI EMATHTHURINKA.... Haa Haaa  Haaa Thalaivarai senjudankal.....suuper suuper Haaaaaaaa haaaaa haaaa,Sarcastic
Mersal pada scene la nee bayangarama sirichutta adhanala naan like poda maten,Non-sarcastic
This film making One reason The one&only reason is 90's kids 90's kids ku kaalam varum kaalam vanthal vaazhvu varum Vazhvu Vanthal Anaivaraiyum Vaazhavaippomey90's kids tha gethu,Non-sarcastic
அடுத்தவங்க இசையை பயன்படுத்துகிறவங்க எல்லாம்... ஆண்மை இல்லாதவர்கள். இதை அவரே சொன்னாரு.,Sarcastic
aiyo aiyeyoo camedi panatenga thala haha itu verey levelam thala fan solitu theriyurantge hahah wait panungadaa thalapathy taesser vantha parunga,Sarcastic
Trailer parka vadhavanga ellam oru like podunga,Non-sarcastic
Thalaivara vanga vanga  kola mass irukku... Mor(10.00) mani showkku kandippa unka tharasinam tha...,Sarcastic
Hindi la PK (Aamir khan) movie maadhiri vithyaasamaana storyline. Epdi use pannirukinga nu therila. Trailer super. Waiting for movie.,Non-sarcastic
adeiii bangam semmmmmaaa masss da deei,Non-sarcastic
போச்சு! எப்படியும் படத்தை தடை பண்ணிடுவாங்க.. trailerல எதுக்கு பா இந்த வசனத்தை போடுறீங்க?,Non-sarcastic
Neruku ner modhi papom.. Godhavula sandhipom..# vishvasam,Sarcastic
பெண்களை ஏமாற்றும் யாராக இருந்தாலும் அவன் சமூக விரோதி தான் . அருந்ததி சமூகம் சார்பில் வாழ்த்துக்கள் எல்லோரும் கல்வி பெற வேண்டும் எல்லோரும் எல்லோருக்கும் விசுவாசமாகவும் உண்மையாகவும் வாழவேண்டும் என எடுத்துரைக்கும் யாராக இருந்தாலும் அவர்களை வாழ்த்துவதை விட உண்மையான வார்த்தை ஒன்று இருப்பதாக எனக்கு தெரியவில்லை. வெற்றி பெற வாழ்த்துக்கள்,Non-sarcastic
its awesome         i cant wait thalaivaaaaaaaaaa,Non-sarcastic
semma semma semma semma semma wow,Non-sarcastic
Enga native la dhaan shooting DRAUPADI 🤟🤟🤟,Non-sarcastic
Rajnikanth Sir's Swag - Vera Level Vera,Non-sarcastic
happy diwali to all indian people,Non-sarcastic
Super ah eruku..year Ku oru film nadichalum Nalla film ah nadikuringa.good ravi,Non-sarcastic
Dhanush & Manju varier Combo..,Non-sarcastic
எல்லாரும் மனுஷங்க தானடா  என்னடா இவ்ளோ கேவலமா கமெண்ட் பண்ணிருக்கீங்க என் ஜாதி ஆதரவு உஞ்சாதி ஆதரவுன்னு ... வெக்கமா இல்ல  இன்னுமாடா ஜாதிய தூக்கி புடிச்சி ஆட்டிட்டு இருக்கீங்க  எப்படியோ அடிச்சிக்கிட்டு சாவுங்கடா போங்கடா,Non-sarcastic
Yellam ok  Ore oru korai Trailer komjam munnadiye poturkalam,Sarcastic
Goose bumps alluthu thalaivara veraa level...,Non-sarcastic
dhanush ku vayasu koranjite poguthu nu nanaikaravanga lam like pannunga,Non-sarcastic
"வாழ்த்துக்கள் அருண், நீங்க தமிழ் சினிமாவின் சிறந்த இயக்குனர் சந்தேகமே இல்லை",Non-sarcastic
massive cut jai #thala JAI #pspk,Non-sarcastic
கலிஃபோர்னியா காலிஃப்ளவர் சமூகம் சார்பாக திரைப்படம் வெற்றியடைய வாழ்த்துக்கள்,Sarcastic
Trailer lam nalla irukku...!! Aana padatha release panna maatringale pa.....,Sarcastic
தாம்பரம் தமிழ் அய்யங்கார் சார்பாக இந்த படம் வெற்றி பெற வாழ்த்துக்கள்,Non-sarcastic
Semma semma goose bumps no doubt mega hit thalaivar,Non-sarcastic
"ஒட்டுமொத்த தருமபுரி வன்னியர் சமூகத்தின் சார்பாக படம், மாபெரும் வெற்றி அடைய வாழ்த்துக்கள்",Non-sarcastic
Endha Kajal aggarwal edhuku naduvula sammandhame illama vandhuttu pogudhu,Sarcastic
0.31 sinna pullaila kulicha eri ku povomda   Andha yerila thanda nadandhu poitu irukom...,Non-sarcastic
2.8 Millions Ha...Innum Konja Nerathula 3 Million Agidum...Bcz Trailar Apdi....,Non-sarcastic
Surya anna semmaya irukki poodu   #surya,Non-sarcastic
இது வரைக்கும் இந்த டிரைலரை 50 முறை பார்த்துவிட்டேன்,Non-sarcastic
Vera level story  . Fun ahh irukaa pogudhu,Non-sarcastic
Selvaraghavan -GENIUS nambha pesa koodadhu...nambha padam pesanum....VERITHANAM,Non-sarcastic
Ithula beethoven music podrathu mattum correct a? Ilayaraja ve music podlam la? Ivru paatta 96 la pottathuku govind Vasantha va aanmai illathavannu sonnaru??!,Sarcastic
Oru naal kandipaga release aagum .. blockbuster aagum ... Ipo server Sundaram movie pathi thaan pesinu irukanga producer side la irundhu.. confirm varum...,Non-sarcastic
"Dei idhu 96 , yaara emathura",Non-sarcastic
தற்போது நாட்டில் நடந்து கொண்டு இருக்கு  நிகழ்வுவை திரைபடம் வழியா கொண்டு வந்ததுக்கு  மிக நன்றி,Non-sarcastic
57k dislikesaa waiit pannuga daa mersal savvuku...,Sarcastic
உழுது பூமில இரத்தம் சிந்தி அரிசி அனுப்புற ஒவ்வொரு ஜீவனுக்கும்..  நாடு நல்லாருக்கனும்னு .. உழைக்கிற ஒவ்வொரு தொழிலாளிக்கும்..  எல்லாத்தையும் தட்டிக் கேக்குற உரிமை இருக்கு.. #NGK,Non-sarcastic
Thalaivaaaaaaaaa Still Watching It In Repeat Mode,Non-sarcastic
Thala fans ellarukum good morning Yarellam innum Pallu valakama trailer parkureenga,Non-sarcastic
Hit like for arr fans,Non-sarcastic
time to 1 sec use multiple tabs,Non-sarcastic
Dei eppo da varum indha padam,Sarcastic
Intha age lium king ah irrukaru,Non-sarcastic
Inspector gadget movie pakkura pola iruku,Sarcastic
Vera level trailer   4d sound   3d movie,Non-sarcastic
தோழர் அனைவருக்கும் என்னுடைய வாழ்த்துக்கள் இந்த படத்திற்கு இது நீங்கள் சாதி வெறியை கூட்டுகிறது திரை என்பது ஒரு பொழுதுபோக்கு மட்டுமே அதை தவிர்த்து எமது இளைஞர்களை தவறான பாதையில் இட்டுச் செல்ல வேண்டாம் ஏழாவது படி விழுத்திய வருகிறது எனவே எமது இளைஞர்கள் விழிப்புடன் இருக்க வேண்டும் சாதியும் இல்லை மதமும் இல்லை ஓர் இனம் மனித இனம் என்ற ஒரு அடிப்படைத் தத்துவத்திற்கு வாருங்கள் அனைவரும் ஒன்று சேர்ந்து வறுமை ஒழிப்பு இங்கே சிலபேர் வாழ்வதற்கு பல பேரை சாதிவெறியை தூண்டப்படுகிறது எனவே நாம் அனைவரும் ஒன்று சேர்ந்து வறுமையை ஒழிப்போம் நேர்மையாளர் ஒன்றிணைவோம் வாரீர்,Non-sarcastic
ending than sema....sema kalai sema kalai...,Non-sarcastic
YOU WILL SEE MY RAGE,Non-sarcastic
Avanik intha naatt meale ee piityam,Non-sarcastic
Dei director the***** 96 la varen Thalaivar sollaveillada yepdi ipdi oru echa vela pakran the*** director the*****komalakka adiirukuda the*******.intha generation muttakoothingaluku onnumtheriyathu nenga solrathanambittu irukunga.96 la avar sonnathu Na ipa varamaten athuku oru Kalam varum nu thanda sonnaru.unga aatha apanta kealunga loose koothingala.,Sarcastic
ஆனா இந்த வசன நடை செத்துப்போச்சு. நாங்கள் யதார்தமாக வட்டார மொழி பேசும் படங்களை பார்க்க ஆரம்பித்து விட்டோம் mr mani. இவ்வளவு கோடி கொட்டி படம் பண்றீங்க. ஒரு வசன கர்த்தாவ வச்சுக்க கூடாதா. Shankar ஐ பாத்தாவது திருந்த வேண்டாமா?,Non-sarcastic
mass level la irukku suriya anna ...... tharikka viduringaaa ....mass mass.....,Non-sarcastic
Surya Annaya Meeku Yamudu Lanti Cinemale Correct,Non-sarcastic
5 language nalli Trailer nodidoru like madi...,Non-sarcastic
This  is some awesome bgmmmmFeela like world is in real danger,Non-sarcastic
Osm  all d best from PK fans,Non-sarcastic
Teaser Ore pwoli  Oru raksyum Ilaa  Ejjathi teaser  Laleettan   Suriya,Non-sarcastic
His look like so manly சியான் again,Non-sarcastic
Unlike potavanla anti indian.kathirupom for august,Sarcastic
Koja different aana movie  interesting,Non-sarcastic
Ngk na summa nenjirkala Vera level,Non-sarcastic
நத்தம் வீர முத்திரையர்கள் சார்பாக வெள்ளி விழா கான வாழ்த்துகள்...,Non-sarcastic
Thalaivar mersal look .semma massss Thalaiva .Thalapathy Diwali .Bhairava treat,Non-sarcastic
"Enaku Oru request Anna ithayum unga movie la konjam add pannunga..entha Oru government exam irundhalum avangaluku exam fees free... And college seat kooda padachavanuku kedaikala mark kammiya irukuravanuku kedaikathu and scholarship avangaluku athikam matra caste ku kammii...so governmentey caste irukunu sollum pothu ... Apa nanga ethuku marakanum caste ahh...... School , college ellathulayum caste pathu tha scholarship, seat kudukuringa and government velai tharinga.. So itha 1st neenga ozichi thallunga.... Aprm nanga caste illanu soldram",Non-sarcastic
Naadodigal -2 Bgm  but movie epdi iruka pogudho any guessing idhu samuthirakani movie adhunaala edhachum irrukum paapom,Non-sarcastic
Akki / rajini 2.0!!! Mind blowing,Non-sarcastic
0:24 ப்பா என்ன மாஸ் லுக் சூர்யா அண்ணா எப்பவுமே மாஸ்,Non-sarcastic
செல்வராகவன் படம்  மரண வெயிட்டிங்.... யுவன் ஷங்கர் ராஜா காத்திருக்கிறோம்....,Non-sarcastic
Vera level thalaiva ni mass suriya anna,Non-sarcastic
Enda yogi Babu VA podringa vera yarume ilaya Ava munja paka mudilada konjom avuthu screen face Iruka avanuku thu,Non-sarcastic
புதுக்கோட்டை முத்தரையர் சங்கம் சார்பாக திரைப்படம் வெற்றியடைய வாழ்த்துக்கள்,Non-sarcastic
Colors Tamil serial set mari irruku,Sarcastic
Iam sk fan aanaa trailer semma,Non-sarcastic
2:00 டேய் இது 96 யாரை ஏமாத்துரீங்க,Non-sarcastic
25 min left....... Only 16 k likes need to get 400 k,Non-sarcastic
watch kaku sharab mandli.  video friends,Non-sarcastic
Myskin bhai kya bhai Intha mathiri pannitingale,Sarcastic
ONLY VIJAY CAN ABLE TO BROKE HIS RECORDS,Non-sarcastic
Bigil ode sequel ah bro,Non-sarcastic
#sarker fans are here  Weighting for diwali,Non-sarcastic
90 kids oru story edukarpa romba happy iruku,Non-sarcastic
Only one word to say.... Semmaaaaa,Non-sarcastic
Lyca hindi m bhi release krna,Non-sarcastic
Thalaivi nahi.. par chinal lag rhi he..,Non-sarcastic
Un anna ennada pundiya sonna para pundaikala,Non-sarcastic
Viswasam trailer needs just 20k likes to reach 1.4m likes milestone,Non-sarcastic
Jai mahesh babu jai jai maheshbabu,Non-sarcastic
Verah level from Vijay Anna fans,Non-sarcastic
"கீர்த்தி சுரேஷ் eh போட்டிருக்கலாம்,  நடிகையர் திலகம் மாதிரி இருக்கும்...",Non-sarcastic
Thonganumanu irukku Trailer pathu kitty irukkan  For my ThalaAjith ikkaga,Non-sarcastic
"Love scenes la  Vera level thalaivar,",Non-sarcastic
